iter	RMSE
421	50349.21321
422	50324.16629
423	50295.47212
424	50268.08597
425	50238.33398
426	50212.97266
427	50185.66247
428	50159.33485
429	50126.9127
430	50094.68108
431	50065.31144
432	50037.82434
433	50008.50406
434	49980.80656
435	49954.55583
436	49929.49693
437	49896.56564
438	49862.23318
439	49830.13909
440	49802.1287
441	49772.93306
442	49749.62304
443	49724.19504
444	49697.66735
445	49675.37706
446	49646.41851
447	49615.8109
448	49588.68034
449	49563.63887
450	49540.30836
451	49512.94721
452	49489.53111
453	49462.27791
454	49435.2866
455	49408.33778
456	49370.4189
457	49341.7447
458	49319.4587
459	49296.36972
460	49271.08622
461	49246.0607
462	49225.38094
463	49199.11096
464	49175.75763
465	49150.43549
466	49125.99133
467	49106.21485
468	49077.59692
469	49052.63572
470	49023.31554
471	48995.15801
472	48971.13917
473	48943.42502
474	48913.8852
475	48886.5199
476	48858.26966
477	48835.66661
478	48811.83536
479	48788.83773
480	48765.14558
481	48738.82389
482	48716.4367
483	48691.62857
484	48666.12809
485	48641.03107
486	48617.00687
487	48593.02737
488	48565.93561
489	48545.50892
490	48524.37567
491	48500.01236
492	48464.64019
493	48436.97053
494	48411.52329
495	48384.74961
496	48359.80426
497	48336.53147
498	48311.79316
499	48283.82791
500	48257.44237
501	48237.52983
502	48206.88194
503	48180.4791
504	48162.99245
505	48135.60632
506	48104.58288
507	48071.69209
508	48049.41873
509	48022.51236
510	47998.84732
511	47970.89233
512	47944.95404
513	47920.15544
514	47900.90205
515	47880.90282
516	47862.63532
517	47843.88952
518	47819.01135
519	47795.90682
520	47768.41278
521	47739.98129
522	47710.63019
523	47680.2723
524	47661.22827
525	47637.26836
526	47616.19236
527	47596.43065
528	47569.35883
529	47545.58472
530	47527.15762
531	47503.2362
532	47483.68612
533	47456.35071
534	47435.51273
535	47415.16567
536	47392.11177
537	47369.45262
538	47344.43652
539	47321.18202
540	47303.50991
541	47281.01846
542	47261.93222
543	47240.83444
544	47214.6189
545	47194.96926
546	47176.72139
547	47148.70086
548	47123.64741
549	47101.49628
550	47080.14773
551	47061.25107
552	47041.18128
553	47015.67912
554	46994.26169
555	46977.30251
556	46959.8267
557	46933.61304
558	46913.23464
559	46888.10241
560	46867.4499
561	46847.55257
562	46829.73025
563	46812.08619
564	46784.03619
565	46761.11576
566	46738.34454
567	46721.79702
568	46705.31923
569	46689.08996
570	46672.39609
571	46653.50712
572	46636.1344
573	46613.87967
574	46592.73884
575	46575.30191
576	46551.16955
577	46529.35668
578	46509.5432
579	46490.89067
580	46465.40028
581	46442.28815
582	46419.4642
583	46394.29728
584	46377.20999
585	46352.08856
586	46330.20378
587	46307.3793
588	46279.62011
589	46261.20489
590	46240.66836
591	46219.03589
592	46194.74364
593	46168.76342
594	46149.79495
595	46130.24638
596	46111.04383
597	46094.06884
598	46075.48454
599	46054.0003
600	46036.22517
601	46014.44148
602	45993.21903
603	45972.38109
604	45948.59626
605	45922.71599
606	45904.73931
607	45882.51679
608	45863.00235
609	45839.96421
610	45826.55756
611	45803.12198
612	45780.05575
613	45755.08477
614	45739.97248
615	45716.2336
616	45696.0835
617	45679.63851
618	45658.90675
619	45635.02867
620	45615.3968
621	45592.25477
622	45572.99802
623	45552.65201
624	45533.03047
625	45512.85847
626	45496.71076
627	45479.15833
628	45461.31045
629	45440.61983
630	45418.34481
631	45403.52857
632	45384.95198
633	45359.58467
634	45337.03106
635	45320.25094
636	45303.39741
637	45287.39546
638	45269.1077
639	45249.88017
640	45229.21445
641	45213.21848
642	45197.13154
643	45179.40528
644	45162.85259
645	45144.92925
646	45126.28771
647	45106.00668
648	45084.84364
649	45066.45981
650	45052.78085
651	45038.53562
652	45020.48059
653	45001.55909
654	44982.81742
655	44961.3735
656	44943.01571
657	44925.03498
658	44902.10259
659	44888.24621
660	44871.89726
661	44851.21192
662	44834.37452
663	44815.58871
664	44798.06219
665	44780.38451
666	44764.86163
667	44748.10987
668	44731.01821
669	44716.09113
670	44695.3285
671	44675.51297
672	44658.22241
673	44641.92585
674	44622.48182
675	44606.71341
676	44587.18144
677	44570.56632
678	44552.33629
679	44535.01676
680	44517.33486
681	44494.55262
682	44474.76955
683	44461.06741
684	44447.84907
685	44430.95705
686	44415.42255
687	44397.31058
688	44385.47019
689	44369.48363
690	44348.14122
691	44337.26977
692	44319.66036
693	44302.32369
694	44289.87273
695	44267.65908
696	44249.32747
697	44233.46832
698	44211.70913
699	44194.93838
700	44176.43695
701	44155.02688
702	44141.84075
703	44132.53993
704	44112.61751
705	44096.37217
706	44083.23104
707	44072.23094
708	44055.62536
709	44041.06318
710	44023.58519
711	44009.56137
712	43995.87121
713	43978.17962
714	43962.1913
715	43938.21133
716	43920.20354
717	43901.10456
718	43878.82487
719	43855.67505
720	43835.23924
721	43819.73323
722	43804.08038
723	43789.7019
724	43778.93761
725	43760.30915
726	43743.50097
727	43729.22642
728	43712.12033
729	43695.80866
730	43683.75448
731	43670.95246
732	43657.49527
733	43646.04549
734	43629.65027
735	43616.65223
736	43599.01846
737	43587.58327
738	43577.95519
739	43555.34357
740	43537.1554
741	43522.31732
742	43508.52088
743	43492.37283
744	43476.61372
745	43461.3188
746	43444.29989
747	43428.65803
748	43415.50459
749	43399.86937
750	43381.98127
751	43369.70299
752	43354.72283
753	43340.97244
754	43324.66436
755	43304.937
756	43289.70262
757	43276.62627
758	43258.45558
759	43239.14375
760	43219.11853
761	43203.81832
762	43187.74566
763	43170.60841
764	43155.08946
765	43139.96077
766	43126.98123
767	43112.17407
768	43100.18787
769	43079.24543
770	43070.2087
771	43061.45305
772	43044.25975
773	43029.72423
774	43017.96288
775	43004.88245
776	42993.19814
777	42981.76946
778	42965.24857
779	42945.14881
780	42931.78508
781	42915.08084
782	42901.49656
783	42884.11747
784	42865.56273
785	42850.97411
786	42837.19624
787	42821.2144
788	42806.79396
789	42788.19111
790	42771.00756
791	42758.50652
792	42744.69832
793	42732.19883
794	42720.05837
795	42702.63585
796	42683.73101
797	42669.59355
798	42655.81901
799	42641.3234
800	42628.60531
801	42615.19069
802	42599.04546
803	42585.26425
804	42568.77771
805	42555.27829
806	42541.86456
807	42528.94221
808	42517.10292
809	42505.36496
810	42490.37233
811	42476.7326
812	42461.69549
813	42443.30336
814	42432.78491
815	42415.76149
816	42402.69262
817	42390.24369
818	42371.32869
819	42360.72211
820	42347.93911
821	42339.25157
822	42323.71469
823	42312.15012
824	42290.9375
825	42274.27638
826	42260.70282
827	42246.19957
828	42234.08867
829	42222.32434
830	42205.59936
831	42193.29421
832	42179.07839
833	42165.17721
834	42150.27464
835	42134.34646
836	42122.44946
837	42108.135
838	42097.55759
839	42085.89551
840	42073.68377
841	42057.98907
842	42048.99593
843	42033.94692
844	42021.28403
845	42009.76703
846	41993.31902
847	41980.80725
848	41967.2418
849	41949.8535
850	41936.04209
851	41923.34853
852	41913.52105
853	41896.53101
854	41880.01415
855	41869.55095
856	41854.81354
857	41837.98428
858	41827.33663
859	41812.6375
860	41801.61011
861	41789.00239
862	41775.60341
863	41762.50969
864	41749.49724
865	41738.4023
866	41724.20552
867	41715.46177
868	41701.14014
869	41686.14493
870	41673.39535
871	41662.69823
872	41648.68675
873	41635.73416
874	41622.27323
875	41607.90707
876	41597.78008
877	41583.48528
878	41569.08259
879	41553.11555
880	41540.97007
881	41523.25335
882	41513.89999
883	41502.91617
884	41485.75338
885	41473.48726
886	41464.31977
887	41451.97992
888	41438.38068
889	41425.5463
890	41409.4328
891	41395.83621
892	41387.1114
893	41376.16812
894	41359.51712
895	41347.00011
896	41336.97325
897	41319.59345
898	41305.65538
899	41293.63798
900	41280.27862
901	41264.46362
902	41253.84959
903	41238.84653
904	41223.33899
905	41208.25951
906	41193.45069
907	41175.54188
908	41162.21642
909	41151.11433
910	41141.47288
911	41130.08706
912	41116.31395
913	41108.2545
914	41099.01002
915	41087.33962
916	41073.1943
917	41058.22415
918	41048.59703
919	41031.4809
920	41015.17004
921	41001.50032
922	40988.0731
923	40976.68748
924	40963.58371
925	40950.3447
926	40933.88245
927	40923.82892
928	40913.6044
929	40903.05279
930	40892.65189
931	40882.08053
932	40866.01817
933	40853.86222
934	40844.00589
935	40828.72588
936	40816.07191
937	40804.25087
938	40792.86091
939	40780.71523
940	40768.54437
941	40759.86046
942	40748.57217
943	40735.39078
944	40726.7993
945	40717.18953
946	40703.19756
947	40692.07746
948	40682.70646
949	40668.91001
950	40656.81536
951	40643.29865
952	40630.34216
953	40619.00521
954	40609.06456
955	40598.02563
956	40585.19708
957	40575.94743
958	40562.85118
959	40552.63296
960	40542.68283
961	40527.94185
962	40518.27217
963	40509.0638
964	40495.2318
965	40487.76891
966	40477.2891
967	40466.6991
968	40454.44334
969	40444.57951
970	40436.37128
971	40425.22359
972	40414.31659
973	40402.44501
974	40390.68343
975	40377.73191
976	40369.71962
977	40359.90005
978	40345.57026
979	40335.09774
980	40321.89462
981	40313.36384
982	40305.55729
983	40289.73117
984	40280.80874
985	40267.73243
986	40254.10621
987	40242.55933
988	40231.03994
989	40217.03262
990	40203.59724
991	40191.8178
992	40177.92592
993	40164.78847
994	40156.25085
995	40145.93522
996	40135.50432
997	40123.08522
998	40111.57901
999	40098.71623
1000	40090.43048
1001	40078.27563
1002	40069.34908
1003	40052.28602
1004	40043.31511
1005	40031.25656
1006	40020.90073
1007	40010.97817
1008	39999.69426
1009	39990.11434
1010	39980.35007
1011	39963.36123
1012	39950.05105
1013	39937.94807
1014	39922.70734
1015	39912.23838
1016	39899.35912
1017	39888.11653
1018	39873.49993
1019	39860.47034
1020	39850.5867
1021	39836.25889
1022	39823.04812
1023	39816.43489
1024	39805.61472
1025	39796.44307
1026	39782.9111
1027	39768.31293
1028	39754.57934
1029	39740.37141
1030	39729.46955
1031	39717.8363
1032	39704.92425
1033	39694.84174
1034	39683.75277
1035	39675.30397
1036	39666.76615
1037	39652.60472
1038	39643.97163
1039	39630.91815
1040	39619.65315
1041	39608.11098
1042	39594.96837
1043	39585.19832
1044	39574.03759
1045	39562.98769
1046	39551.10656
1047	39541.47124
1048	39529.47044
1049	39520.2407
1050	39511.28109
1051	39497.13569
1052	39487.33999
1053	39481.09138
1054	39468.39685
1055	39459.2936
1056	39451.78393
1057	39439.02133
1058	39429.30684
1059	39420.12881
1060	39411.57301
1061	39404.44
1062	39394.30834
1063	39383.732
1064	39373.50711
1065	39359.87315
1066	39343.45573
1067	39332.06642
1068	39321.45683
1069	39308.56956
1070	39296.29676
1071	39284.23965
1072	39270.25293
1073	39259.06093
1074	39250.15272
1075	39236.04599
1076	39225.81329
1077	39210.92867
1078	39202.98401
1079	39195.14819
1080	39185.34043
1081	39177.15697
1082	39170.1872
1083	39158.87788
1084	39146.44502
1085	39131.51343
1086	39116.3582
1087	39106.59702
1088	39094.57038
1089	39085.05445
1090	39074.59587
1091	39063.85517
1092	39050.09914
1093	39040.13407
1094	39031.60809
1095	39020.15809
1096	39007.81896
1097	38997.5689
1098	38987.57828
1099	38974.0128
1100	38966.59384
1101	38956.47593
1102	38948.4084
1103	38937.2667
1104	38928.92058
1105	38917.64201
1106	38903.81623
1107	38892.15315
1108	38884.36215
1109	38874.77617
1110	38865.92656
1111	38855.70843
1112	38843.99342
1113	38832.69036
1114	38822.04187
1115	38811.41448
1116	38801.44168
1117	38792.37584
1118	38784.88338
1119	38776.61596
1120	38762.91613
1121	38754.09796
1122	38745.89617
1123	38731.91171
1124	38724.66678
1125	38715.31409
1126	38699.70456
1127	38689.62641
1128	38678.19928
1129	38669.21893
1130	38660.78378
1131	38647.59549
1132	38638.00311
1133	38626.55268
1134	38617.42571
1135	38605.8918
1136	38592.98606
1137	38579.87375
1138	38570.17693
1139	38561.83335
1140	38549.38322
1141	38541.47019
1142	38531.28258
1143	38524.1319
1144	38511.81253
1145	38498.96868
1146	38487.57917
1147	38476.49956
1148	38469.65298
1149	38460.20776
1150	38450.97341
1151	38440.41753
1152	38430.64134
1153	38422.08902
1154	38413.97696
1155	38405.11701
1156	38392.85737
1157	38386.19182
1158	38375.4397
1159	38363.68429
1160	38354.21465
1161	38344.32153
1162	38333.64191
1163	38324.34283
1164	38313.03004
1165	38304.71918
1166	38294.72723
1167	38283.97024
1168	38271.57703
1169	38261.71669
1170	38252.12865
1171	38241.47784
1172	38231.34252
1173	38221.54691
1174	38211.02457
1175	38199.7098
1176	38184.74493
1177	38176.66869
1178	38164.96359
1179	38156.71039
1180	38146.79449
1181	38136.58875
1182	38126.32938
1183	38117.01786
1184	38104.88981
1185	38093.30296
1186	38078.51856
1187	38070.8875
1188	38062.74272
1189	38049.37065
1190	38039.30376
1191	38031.22742
1192	38022.25426
1193	38013.31116
1194	38007.11091
1195	37998.15769
1196	37987.40913
1197	37976.37669
1198	37965.58202
1199	37953.71791
1200	37944.48004
1201	37936.34033
1202	37928.32286
1203	37917.20057
1204	37906.54318
1205	37894.63904
1206	37884.88621
1207	37875.62005
1208	37866.24917
1209	37856.80165
1210	37846.47181
1211	37835.5558
1212	37827.99677
1213	37816.16777
1214	37805.73927
1215	37799.10299
1216	37790.24127
1217	37780.74996
1218	37771.28831
1219	37757.97599
1220	37747.44165
1221	37736.12388
1222	37728.46152
1223	37720.72429
1224	37708.98759
1225	37700.31911
1226	37688.47077
1227	37678.75093
1228	37668.51148
1229	37657.57217
1230	37648.98622
1231	37641.1741
1232	37627.33726
1233	37616.89992
1234	37605.72115
1235	37596.04371
1236	37582.88508
1237	37574.24709
1238	37568.39124
1239	37555.60762
1240	37546.21193
1241	37535.73858
1242	37527.88099
1243	37516.43753
1244	37505.86981
1245	37495.10219
1246	37488.88251
1247	37481.09852
1248	37470.65779
1249	37461.29094
1250	37451.60712
1251	37442.39442
1252	37432.87969
1253	37421.85269
1254	37414.23062
1255	37403.87135
1256	37395.42066
1257	37386.15067
1258	37376.34892
1259	37369.811
1260	37361.0119
1261	37353.56822
1262	37344.39596
1263	37334.6324
1264	37326.73646
1265	37318.11694
1266	37310.76979
1267	37297.2897
1268	37287.07534
1269	37280.44795
1270	37268.29398
1271	37261.32476
1272	37255.381
1273	37247.59721
1274	37237.89041
1275	37230.40627
1276	37217.93702
1277	37207.13275
1278	37194.956
1279	37186.06112
1280	37176.42276
1281	37166.2363
1282	37159.43342
1283	37150.66161
1284	37139.35871
1285	37130.73382
1286	37117.89409
1287	37110.40184
1288	37104.58806
1289	37097.33334
1290	37090.94151
1291	37083.4311
1292	37074.2203
1293	37066.03431
1294	37057.04878
1295	37045.76503
1296	37038.28874
1297	37031.21945
1298	37023.50855
1299	37013.46936
1300	37003.30548
1301	36993.75517
1302	36986.15776
1303	36976.53121
1304	36967.82297
1305	36961.23953
1306	36950.89402
1307	36942.44257
1308	36933.82643
1309	36922.18416
1310	36911.71612
1311	36905.09716
1312	36895.1396
1313	36884.58275
1314	36877.69194
1315	36868.2542
1316	36860.37206
1317	36850.9761
1318	36840.73838
1319	36834.40915
1320	36825.90632
1321	36819.19468
1322	36812.31629
1323	36805.58543
1324	36797.82481
1325	36786.64448
1326	36778.00825
1327	36769.10763
1328	36762.14568
1329	36753.04888
1330	36744.75286
1331	36735.76412
1332	36724.66437
1333	36717.74957
1334	36705.76377
1335	36699.99779
1336	36693.39482
1337	36681.98016
1338	36675.18972
1339	36667.70941
1340	36660.33437
1341	36651.82047
1342	36645.03485
1343	36634.82977
1344	36627.51165
1345	36620.73418
1346	36612.13887
1347	36604.00835
1348	36596.32886
1349	36586.25848
1350	36578.02386
1351	36569.54764
1352	36562.34391
1353	36550.6789
1354	36542.90492
1355	36536.42723
1356	36527.26544
1357	36519.17403
1358	36510.66346
1359	36502.73858
1360	36492.88183
1361	36485.10225
1362	36473.57429
1363	36465.61028
1364	36458.88954
1365	36452.13951
1366	36445.8243
1367	36439.09743
1368	36432.44447
1369	36421.8475
1370	36414.03787
1371	36405.91641
1372	36399.04725
1373	36391.78303
1374	36381.23009
1375	36372.94804
1376	36360.54605
1377	36350.63284
1378	36341.68218
1379	36331.98705
1380	36323.88212
1381	36314.59177
1382	36308.70282
1383	36299.66539
1384	36291.22847
1385	36283.69451
1386	36275.93188
1387	36269.05341
1388	36260.09968
1389	36252.77019
1390	36242.70794
1391	36230.21127
1392	36222.7806
1393	36214.82612
1394	36207.11269
1395	36200.73299
1396	36186.16446
1397	36178.09247
1398	36167.70615
1399	36159.53267
1400	36152.47351
1401	36143.63337
1402	36136.21143
1403	36122.25002
1404	36113.30359
1405	36102.76395
1406	36097.48995
1407	36090.55309
1408	36078.49389
1409	36071.84945
1410	36064.63409
1411	36055.00658
1412	36046.14805
1413	36036.76492
1414	36026.94661
1415	36020.722
1416	36012.76833
1417	36004.82368
1418	35997.05587
1419	35989.04184
1420	35981.84316
1421	35973.84356
1422	35966.42857
1423	35958.87793
1424	35953.75109
1425	35945.99304
1426	35938.65513
1427	35932.18897
1428	35924.79674
1429	35914.35157
1430	35909.71358
1431	35902.03976
1432	35893.80755
1433	35886.21686
1434	35876.42481
1435	35870.91123
1436	35863.17135
1437	35856.01235
1438	35847.90745
1439	35840.8042
1440	35830.91168
1441	35824.88102
1442	35816.40182
1443	35809.83824
1444	35799.90607
1445	35790.01777
1446	35781.17563
1447	35768.59707
1448	35756.0339
1449	35745.58137
1450	35736.67655
1451	35728.54185
1452	35721.55882
1453	35713.33626
1454	35706.13831
1455	35699.25547
1456	35692.18206
1457	35684.07399
1458	35676.60732
1459	35668.67386
1460	35660.76364
1461	35653.78594
1462	35645.81559
1463	35637.82121
1464	35630.6305
1465	35622.53063
1466	35615.82868
1467	35609.16206
1468	35600.18152
1469	35594.61793
1470	35586.4475
1471	35580.58702
1472	35574.285
1473	35566.78144
1474	35559.29478
1475	35551.07512
1476	35546.27093
1477	35538.52796
1478	35531.23461
1479	35522.73166
1480	35515.3891
1481	35507.62348
1482	35499.80755
1483	35490.727
1484	35483.76626
1485	35475.92516
1486	35469.08146
1487	35463.05086
1488	35451.2217
1489	35437.08308
1490	35430.85687
1491	35423.09061
1492	35415.82901
1493	35406.92037
1494	35399.81911
1495	35392.11452
1496	35385.21727
1497	35375.55785
1498	35369.1121
1499	35358.98397
1500	35348.46504
1501	35339.4725
1502	35330.80264
1503	35324.21302
1504	35314.97949
1505	35307.50199
1506	35298.53557
1507	35288.95253
1508	35277.38781
1509	35269.44338
1510	35263.13742
1511	35251.9083
1512	35245.25094
1513	35239.32722
1514	35231.19969
1515	35220.20726
1516	35210.65863
1517	35204.42439
1518	35196.20518
1519	35188.44836
1520	35180.44583
1521	35172.54674
1522	35166.07153
1523	35160.64391
1524	35151.95524
1525	35144.66131
1526	35136.09362
1527	35128.34441
1528	35119.07829
1529	35113.11621
1530	35105.82899
1531	35099.96743
1532	35091.83022
1533	35084.41222
1534	35078.59043
1535	35067.67274
1536	35060.28067
1537	35053.18887
1538	35043.86742
1539	35035.20056
1540	35030.34049
1541	35022.42754
1542	35014.90129
1543	35006.76951
1544	34997.90277
1545	34990.86727
1546	34983.60231
1547	34976.42782
1548	34966.49423
1549	34957.59203
1550	34951.00324
1551	34943.99319
1552	34933.49042
1553	34925.18618
1554	34919.01171
1555	34912.48101
1556	34904.23173
1557	34896.19946
1558	34890.80682
1559	34884.33334
1560	34878.04898
1561	34872.04746
1562	34863.08551
1563	34853.408
1564	34844.86117
1565	34836.41579
1566	34828.31897
1567	34821.49034
1568	34815.11802
1569	34807.29183
1570	34796.38065
1571	34787.29912
1572	34780.26224
1573	34772.89368
1574	34765.50262
1575	34757.65475
1576	34748.08346
1577	34741.10579
1578	34731.98678
1579	34723.78937
1580	34713.87177
1581	34707.10555
1582	34698.54959
1583	34692.13962
1584	34685.18855
1585	34675.11124
1586	34666.54614
1587	34658.4228
1588	34652.7895
1589	34646.39529
1590	34641.39939
1591	34633.28889
1592	34627.1608
1593	34617.85068
1594	34612.20794
1595	34605.21166
1596	34599.07197
1597	34592.46342
1598	34580.30525
1599	34572.92864
1600	34564.36436
1601	34555.61733
1602	34549.03514
1603	34541.75862
1604	34531.40889
1605	34524.56665
1606	34517.65622
1607	34506.94186
1608	34499.87839
1609	34491.34615
1610	34484.85781
1611	34476.43173
1612	34470.17034
1613	34463.84446
1614	34455.93049
1615	34449.1343
1616	34444.37032
1617	34436.15867
1618	34430.91582
1619	34424.57111
1620	34415.11654
1621	34409.98012
1622	34401.31067
1623	34393.68288
1624	34388.42318
1625	34381.47726
1626	34374.5629
1627	34368.95491
1628	34362.91723
1629	34354.35652
1630	34348.40611
1631	34338.96963
1632	34329.83387
1633	34323.11821
1634	34316.18354
1635	34309.55541
1636	34301.0736
1637	34292.8547
1638	34286.06694
1639	34279.01962
1640	34268.414
1641	34259.83069
1642	34251.80588
1643	34245.47405
1644	34239.11225
1645	34232.11
1646	34221.96651
1647	34215.04952
1648	34208.24503
1649	34202.42804
1650	34194.99396
1651	34187.99544
1652	34180.99786
1653	34174.21727
1654	34164.72247
1655	34156.29876
1656	34148.50956
1657	34142.42846
1658	34135.64901
1659	34128.98498
1660	34121.9118
1661	34116.63828
1662	34107.83651
1663	34098.53562
1664	34092.68419
1665	34085.13144
