iter	Passed	Remaining
397	1730	15658
398	1734	15651
399	1738	15642
400	1742	15635
401	1746	15627
402	1749	15615
403	1753	15608
404	1757	15597
405	1761	15593
406	1765	15581
407	1769	15581
408	1774	15576
409	1777	15567
410	1782	15569
411	1786	15556
412	1790	15548
413	1794	15542
414	1797	15531
415	1802	15525
416	1805	15516
417	1810	15512
418	1813	15501
419	1817	15492
420	1821	15484
421	1824	15473
422	1828	15464
423	1832	15452
424	1836	15449
425	1840	15438
426	1843	15429
427	1847	15420
428	1851	15415
429	1856	15412
430	1860	15403
431	1864	15399
432	1868	15389
433	1871	15380
434	1875	15374
435	1879	15364
436	1883	15359
437	1887	15350
438	1892	15347
439	1896	15341
440	1899	15331
441	1903	15326
442	1907	15315
443	1911	15310
444	1915	15299
445	1919	15292
446	1923	15285
447	1926	15276
448	1930	15270
449	1934	15261
450	1939	15258
451	1942	15246
452	1946	15243
453	1951	15238
454	1954	15230
455	1958	15220
456	1962	15212
457	1965	15199
458	1970	15202
459	1974	15193
460	1978	15190
461	1982	15179
462	1986	15175
463	1989	15163
464	1994	15161
465	1998	15157
466	2002	15148
467	2006	15139
468	2009	15129
469	2013	15121
470	2017	15119
471	2021	15108
472	2024	15099
473	2028	15089
474	2032	15081
475	2036	15079
476	2041	15077
477	2045	15071
478	2049	15064
479	2053	15060
480	2057	15050
481	2061	15047
482	2065	15041
483	2069	15033
484	2073	15029
485	2077	15021
486	2081	15018
487	2085	15008
488	2089	15002
489	2093	14994
490	2096	14985
491	2101	14984
492	2104	14973
493	2109	14970
494	2113	14962
495	2117	14956
496	2121	14950
497	2124	14941
498	2129	14939
499	2133	14931
500	2138	14938
501	2143	14934
502	2147	14927
503	2150	14918
504	2154	14913
505	2158	14905
506	2163	14902
507	2166	14892
508	2170	14887
509	2174	14881
510	2178	14872
511	2182	14867
512	2186	14858
513	2190	14857
514	2194	14848
515	2198	14841
516	2201	14833
517	2205	14824
518	2209	14818
519	2213	14811
520	2217	14810
521	2222	14805
522	2226	14799
523	2231	14800
524	2234	14792
525	2238	14787
526	2243	14782
527	2247	14776
528	2251	14771
529	2254	14762
530	2258	14756
531	2262	14748
532	2266	14741
533	2270	14735
534	2273	14725
535	2277	14720
536	2281	14709
537	2284	14702
538	2288	14692
539	2292	14686
540	2295	14676
541	2299	14669
542	2302	14658
543	2306	14651
544	2309	14642
545	2313	14634
546	2316	14624
547	2320	14616
548	2323	14608
549	2327	14600
550	2331	14593
551	2334	14583
552	2338	14575
553	2341	14564
554	2345	14558
555	2348	14546
556	2352	14540
557	2355	14530
558	2359	14523
559	2362	14514
560	2366	14509
561	2369	14498
562	2373	14491
563	2376	14479
564	2380	14474
565	2384	14464
566	2388	14458
567	2391	14450
568	2394	14440
569	2397	14429
570	2401	14419
571	2404	14409
572	2408	14404
573	2412	14396
574	2415	14389
575	2419	14382
576	2423	14374
577	2427	14368
578	2430	14359
579	2434	14352
580	2437	14346
581	2442	14344
582	2446	14340
583	2451	14336
584	2455	14335
585	2459	14329
586	2463	14323
587	2467	14318
588	2471	14312
589	2475	14308
590	2479	14300
591	2483	14297
592	2487	14290
593	2491	14283
594	2494	14277
595	2498	14269
596	2502	14265
597	2506	14257
598	2510	14251
599	2513	14243
600	2517	14238
601	2521	14234
602	2525	14228
603	2529	14223
604	2533	14216
605	2538	14214
606	2541	14208
607	2545	14202
608	2549	14197
609	2553	14191
610	2557	14186
611	2561	14177
612	2565	14174
613	2569	14170
614	2573	14162
615	2577	14157
616	2581	14152
617	2585	14151
618	2589	14145
619	2593	14137
620	2597	14133
621	2601	14126
622	2605	14124
623	2609	14116
624	2613	14111
625	2617	14105
626	2620	14098
627	2624	14092
628	2628	14085
629	2632	14081
630	2635	14073
631	2640	14070
632	2643	14062
633	2647	14057
634	2651	14052
635	2655	14045
636	2659	14041
637	2663	14033
638	2667	14031
639	2671	14025
640	2675	14019
641	2679	14013
642	2683	14007
643	2687	14005
644	2691	14000
645	2696	13997
646	2700	13995
647	2704	13988
648	2708	13985
649	2712	13980
650	2716	13974
651	2720	13968
652	2724	13962
653	2728	13958
654	2731	13950
655	2736	13947
656	2740	13942
657	2743	13936
658	2748	13932
659	2751	13925
660	2756	13922
661	2759	13914
662	2763	13908
663	2767	13903
664	2770	13896
665	2775	13892
666	2778	13886
667	2783	13884
668	2787	13878
669	2791	13872
670	2795	13869
671	2799	13863
672	2803	13860
673	2807	13851
674	2811	13847
675	2815	13844
676	2819	13837
677	2823	13834
678	2826	13825
679	2831	13826
680	2836	13823
681	2840	13819
682	2844	13812
683	2847	13805
684	2850	13796
685	2854	13790
686	2859	13788
687	2863	13786
688	2867	13779
689	2870	13770
690	2874	13766
691	2879	13762
692	2883	13760
693	2887	13755
694	2891	13751
695	2895	13746
696	2899	13740
697	2903	13734
698	2907	13728
699	2911	13724
700	2915	13719
701	2920	13718
702	2924	13714
703	2928	13709
704	2932	13707
705	2936	13699
706	2940	13694
707	2943	13688
708	2947	13681
709	2951	13675
710	2954	13668
711	2959	13665
712	2962	13657
713	2968	13662
714	2972	13658
715	2976	13653
716	2980	13648
717	2985	13646
718	2989	13641
719	2994	13642
720	2999	13640
721	3003	13635
722	3007	13633
723	3011	13627
724	3015	13620
725	3019	13615
726	3022	13609
727	3027	13605
728	3030	13597
729	3035	13595
730	3038	13588
731	3042	13582
732	3046	13576
733	3049	13570
734	3054	13566
735	3057	13559
736	3062	13558
737	3066	13552
738	3069	13545
739	3074	13543
740	3079	13542
741	3083	13537
742	3087	13534
743	3091	13530
744	3096	13527
745	3099	13520
746	3103	13516
747	3107	13512
748	3111	13504
749	3115	13501
750	3119	13494
751	3123	13490
752	3127	13484
753	3131	13479
754	3135	13476
755	3139	13471
756	3144	13471
757	3149	13468
758	3153	13464
759	3157	13462
760	3161	13457
761	3165	13451
762	3169	13448
763	3173	13442
764	3178	13440
765	3182	13435
766	3185	13428
767	3190	13425
768	3193	13418
769	3198	13416
770	3201	13407
771	3205	13404
772	3210	13401
773	3214	13395
774	3218	13391
775	3221	13383
776	3226	13381
777	3230	13377
778	3233	13371
779	3239	13371
780	3242	13363
781	3246	13359
782	3250	13353
783	3254	13349
784	3258	13345
785	3262	13338
786	3266	13334
787	3270	13329
788	3273	13324
789	3278	13319
790	3281	13313
791	3285	13308
792	3290	13306
793	3294	13301
794	3298	13296
795	3302	13291
796	3306	13288
797	3309	13281
798	3314	13277
799	3318	13272
800	3321	13266
801	3325	13261
802	3329	13255
803	3333	13251
804	3337	13244
805	3341	13241
806	3344	13234
807	3348	13229
808	3352	13224
809	3356	13218
810	3361	13218
811	3364	13210
812	3369	13207
813	3372	13201
814	3376	13196
815	3380	13192
816	3384	13186
817	3389	13184
818	3393	13178
819	3396	13172
820	3400	13167
821	3404	13161
822	3408	13158
823	3411	13150
824	3416	13148
825	3420	13143
826	3424	13138
827	3428	13134
828	3432	13128
829	3436	13123
830	3439	13116
831	3443	13110
832	3446	13102
833	3450	13097
834	3454	13093
835	3457	13086
836	3461	13080
837	3464	13072
838	3468	13067
839	3471	13059
840	3475	13053
841	3478	13046
842	3482	13042
843	3485	13034
844	3489	13029
845	3492	13021
846	3496	13016
847	3499	13009
848	3504	13005
849	3507	12998
850	3511	12994
851	3515	12988
852	3518	12980
853	3522	12975
854	3526	12970
855	3530	12965
856	3533	12958
857	3537	12953
858	3540	12945
859	3544	12942
860	3547	12933
861	3551	12929
862	3554	12922
863	3558	12917
864	3562	12911
865	3566	12908
866	3570	12902
867	3573	12894
868	3577	12889
869	3580	12882
870	3584	12878
871	3587	12870
872	3592	12866
873	3595	12858
874	3599	12853
875	3602	12846
876	3606	12842
877	3609	12835
878	3614	12832
879	3618	12828
880	3621	12822
881	3627	12821
882	3630	12817
883	3634	12811
884	3638	12807
885	3642	12802
886	3647	12799
887	3650	12793
888	3655	12791
889	3659	12788
890	3663	12784
891	3668	12781
892	3671	12774
893	3675	12770
894	3680	12767
895	3683	12761
896	3687	12757
897	3691	12751
898	3695	12748
899	3699	12743
900	3703	12738
901	3707	12734
902	3711	12728
903	3715	12725
904	3719	12719
905	3723	12715
906	3727	12712
907	3732	12708
908	3736	12705
909	3739	12699
910	3743	12694
911	3747	12689
912	3751	12684
913	3755	12679
914	3759	12673
915	3763	12671
916	3767	12666
917	3771	12661
918	3775	12657
919	3779	12652
920	3783	12649
921	3787	12643
922	3791	12639
923	3795	12635
924	3799	12630
925	3803	12626
926	3807	12620
927	3811	12617
928	3815	12612
929	3818	12606
930	3823	12602
931	3827	12598
932	3831	12596
933	3835	12591
934	3839	12584
935	3843	12580
936	3846	12573
937	3850	12568
938	3853	12561
939	3857	12558
940	3861	12553
941	3865	12549
942	3869	12545
943	3874	12542
944	3878	12539
945	3882	12535
946	3886	12530
947	3890	12526
948	3894	12521
949	3898	12517
950	3902	12511
951	3906	12508
952	3910	12504
953	3914	12499
954	3919	12496
955	3922	12490
956	3927	12488
957	3931	12483
958	3934	12477
959	3939	12474
960	3942	12468
961	3947	12465
962	3951	12460
963	3954	12455
964	3959	12451
965	3962	12445
966	3966	12441
967	3970	12435
968	3974	12433
969	3978	12427
970	3982	12422
971	3986	12417
972	3989	12412
973	3994	12408
974	3997	12402
975	4002	12399
976	4005	12394
977	4009	12389
978	4013	12385
979	4017	12379
980	4021	12377
981	4025	12370
982	4029	12366
983	4033	12362
984	4037	12358
985	4042	12356
986	4046	12351
987	4049	12346
988	4054	12342
989	4057	12337
990	4062	12333
991	4065	12327
992	4070	12324
993	4073	12320
994	4077	12314
995	4081	12310
996	4085	12304
997	4089	12301
998	4093	12295
999	4097	12293
1000	4101	12288
1001	4105	12284
1002	4110	12281
1003	4113	12276
1004	4117	12271
1005	4121	12267
1006	4125	12262
1007	4130	12261
1008	4134	12255
1009	4138	12251
1010	4142	12246
1011	4146	12241
1012	4150	12238
1013	4154	12232
1014	4158	12230
1015	4163	12226
1016	4166	12221
1017	4172	12221
1018	4176	12217
1019	4179	12212
1020	4184	12208
1021	4187	12203
1022	4192	12200
1023	4195	12193
1024	4199	12188
1025	4203	12183
1026	4207	12178
1027	4211	12175
1028	4215	12169
1029	4219	12168
1030	4224	12164
1031	4227	12158
1032	4232	12156
1033	4235	12150
1034	4240	12147
1035	4244	12142
1036	4247	12137
1037	4252	12134
1038	4255	12127
1039	4260	12125
1040	4263	12118
1041	4268	12117
1042	4273	12114
1043	4333	12271
1044	4341	12276
1045	4346	12275
1046	4362	12304
1047	4368	12305
1048	4376	12310
1049	4381	12310
1050	4385	12306
1051	4392	12308
1052	4399	12313
1053	4406	12317
1054	4417	12331
1055	4427	12343
1056	4433	12344
1057	4440	12346
1058	4445	12346
1059	4452	12349
1060	4459	12351
1061	4464	12350
1062	4468	12345
1063	4472	12341
1064	4475	12333
1065	4480	12331
1066	4484	12327
1067	4488	12321
1068	4492	12318
1069	4496	12312
1070	4500	12308
1071	4504	12304
1072	4508	12299
1073	4512	12294
1074	4516	12288
1075	4520	12285
1076	4525	12281
1077	4529	12277
1078	4534	12274
1079	4538	12270
1080	4542	12265
1081	4548	12266
1082	4552	12260
1083	4555	12255
1084	4560	12251
1085	4563	12245
1086	4568	12242
1087	4572	12238
1088	4576	12233
1089	4580	12229
1090	4583	12222
1091	4588	12218
1092	4592	12214
1093	4596	12208
1094	4599	12203
1095	4603	12198
1096	4608	12194
1097	4611	12187
1098	4615	12183
1099	4619	12178
1100	4623	12172
1101	4627	12168
1102	4630	12161
1103	4634	12157
1104	4637	12150
1105	4641	12145
1106	4644	12138
1107	4649	12136
1108	4653	12130
1109	4657	12125
1110	4661	12121
1111	4664	12114
1112	4668	12109
1113	4671	12102
1114	4675	12097
1115	4678	12090
1116	4682	12086
1117	4686	12080
1118	4689	12074
1119	4692	12066
1120	4696	12062
1121	4700	12056
1122	4704	12051
1123	4707	12046
1124	4711	12039
1125	4714	12033
1126	4717	12027
1127	4722	12022
1128	4725	12016
1129	4729	12011
1130	4732	12004
1131	4736	12001
1132	4741	11997
1133	4745	11992
1134	4748	11987
1135	4752	11981
1136	4756	11977
1137	4759	11970
1138	4763	11965
1139	4766	11959
1140	4770	11954
1141	4774	11947
1142	4778	11943
1143	4781	11935
1144	4785	11931
1145	4788	11924
1146	4792	11921
1147	4796	11916
1148	4800	11910
1149	4804	11906
1150	4808	11901
1151	4812	11897
1152	4815	11891
1153	4819	11886
1154	4823	11882
1155	4827	11876
1156	4831	11872
1157	4835	11867
1158	4839	11863
1159	4843	11857
1160	4847	11852
1161	4850	11846
1162	4854	11842
1163	4859	11839
1164	4862	11833
1165	4867	11829
1166	4871	11825
1167	4875	11820
1168	4879	11816
1169	4882	11810
1170	4887	11807
1171	4891	11801
1172	4894	11796
1173	4898	11791
1174	4902	11787
1175	4906	11783
1176	4910	11777
1177	4914	11773
1178	4918	11768
1179	4922	11763
1180	4926	11758
1181	4930	11753
1182	4934	11750
1183	4937	11743
1184	4942	11740
1185	4945	11734
1186	4949	11730
1187	4953	11725
1188	4957	11719
1189	4961	11716
1190	4965	11710
1191	4969	11706
1192	4973	11701
1193	4976	11696
1194	4980	11690
1195	4984	11685
1196	4988	11681
1197	4993	11678
1198	4997	11674
1199	5001	11670
1200	5005	11665
1201	5009	11661
1202	5013	11655
1203	5017	11651
1204	5021	11647
1205	5025	11642
1206	5030	11640
1207	5035	11637
1208	5038	11632
1209	5042	11627
1210	5046	11622
1211	5050	11618
1212	5054	11614
1213	5058	11608
1214	5062	11604
1215	5066	11598
1216	5071	11596
1217	5074	11591
1218	5078	11585
1219	5082	11581
1220	5086	11576
1221	5090	11572
1222	5093	11566
1223	5098	11564
1224	5102	11559
1225	5106	11554
1226	5110	11550
1227	5114	11545
1228	5119	11541
1229	5122	11537
1230	5126	11531
1231	5131	11528
1232	5134	11523
1233	5139	11519
1234	5143	11515
1235	5147	11512
1236	5152	11509
1237	5156	11504
1238	5160	11499
1239	5164	11496
1240	5168	11490
1241	5172	11487
1242	5176	11480
1243	5180	11477
1244	5185	11474
1245	5189	11469
1246	5193	11466
1247	5197	11460
1248	5201	11455
1249	5206	11453
1250	5209	11447
1251	5214	11444
1252	5218	11440
1253	5222	11435
1254	5226	11431
1255	5229	11425
1256	5234	11422
1257	5238	11417
1258	5242	11412
1259	5246	11407
1260	5249	11402
1261	5253	11398
1262	5257	11393
1263	5261	11389
1264	5265	11385
1265	5269	11380
1266	5273	11376
1267	5277	11371
1268	5282	11369
1269	5287	11365
1270	5291	11360
1271	5295	11357
1272	5298	11351
1273	5303	11347
1274	5307	11342
1275	5310	11337
1276	5315	11333
1277	5319	11328
1278	5323	11326
1279	5327	11321
1280	5331	11316
1281	5336	11313
1282	5339	11307
1283	5343	11303
1284	5348	11299
1285	5352	11295
1286	5356	11291
1287	5360	11286
1288	5364	11282
1289	5368	11277
1290	5371	11272
1291	5376	11268
1292	5379	11262
1293	5384	11259
1294	5387	11254
1295	5392	11250
1296	5396	11247
1297	5400	11241
1298	5404	11238
1299	5408	11232
1300	5412	11228
1301	5416	11223
1302	5420	11219
1303	5425	11216
1304	5428	11211
1305	5432	11206
1306	5436	11202
1307	5440	11197
1308	5445	11193
1309	5448	11188
1310	5452	11184
1311	5456	11179
1312	5460	11175
1313	5465	11171
1314	5468	11165
1315	5473	11162
1316	5478	11160
1317	5481	11154
1318	5486	11151
1319	5489	11144
1320	5493	11141
1321	5497	11136
1322	5501	11131
1323	5505	11126
1324	5509	11122
1325	5514	11119
1326	5518	11116
1327	5522	11112
1328	5527	11110
1329	5532	11105
1330	5535	11100
1331	5540	11097
1332	5543	11091
1333	5547	11087
1334	5552	11084
1335	5556	11079
1336	5560	11075
1337	5564	11070
1338	5568	11066
1339	5572	11062
1340	5576	11057
1341	5580	11053
1342	5584	11048
1343	5589	11046
1344	5593	11041
1345	5597	11036
1346	5601	11032
1347	5604	11026
1348	5608	11022
1349	5612	11017
1350	5616	11013
1351	5621	11009
1352	5624	11004
1353	5629	11000
1354	5633	10996
1355	5636	10991
1356	5641	10987
1357	5645	10983
1358	5650	10979
1359	5654	10976
1360	5658	10971
1361	5662	10967
1362	5666	10963
1363	5670	10959
1364	5674	10954
1365	5678	10949
1366	5682	10945
1367	5686	10939
1368	5690	10936
1369	5695	10934
1370	5699	10929
1371	5704	10926
1372	5708	10921
1373	5711	10916
1374	5716	10912
1375	5720	10908
1376	5725	10905
1377	5729	10901
1378	5733	10898
1379	5738	10895
1380	5742	10890
1381	5746	10885
1382	5750	10881
1383	5754	10876
1384	5758	10873
1385	5762	10868
1386	5766	10863
1387	5770	10859
1388	5774	10854
1389	5779	10852
1390	5783	10847
1391	5787	10843
1392	5791	10838
1393	5795	10833
1394	5799	10829
1395	5802	10823
1396	5806	10819
1397	5810	10814
1398	5814	10809
1399	5818	10805
1400	5821	10799
1401	5825	10794
1402	5828	10788
1403	5832	10783
1404	5835	10777
1405	5839	10773
1406	5842	10767
1407	5846	10762
1408	5849	10756
1409	5853	10752
1410	5856	10746
1411	5860	10742
1412	5865	10737
1413	5868	10732
1414	5872	10728
1415	5875	10722
1416	5879	10718
1417	5883	10712
1418	5887	10708
1419	5891	10704
1420	5895	10698
1421	5898	10694
1422	5902	10688
1423	5905	10683
1424	5908	10677
1425	5912	10672
1426	5916	10667
1427	5920	10662
1428	5923	10656
1429	5926	10651
1430	5930	10645
1431	5934	10641
1432	5937	10635
1433	5941	10631
1434	5944	10625
1435	5948	10620
1436	5951	10615
1437	5955	10610
1438	5958	10604
1439	5962	10600
1440	5966	10595
1441	5969	10590
1442	5974	10586
1443	5977	10580
1444	5981	10576
1445	5985	10571
1446	5989	10568
1447	5994	10564
1448	5998	10559
1449	6002	10556
1450	6006	10551
1451	6010	10547
1452	6014	10543
1453	6018	10538
1454	6022	10534
1455	6026	10529
1456	6030	10525
1457	6034	10520
1458	6038	10516
1459	6042	10511
1460	6045	10506
1461	6049	10502
1462	6053	10497
1463	6058	10494
1464	6062	10489
1465	6065	10485
1466	6070	10481
1467	6073	10475
1468	6078	10473
1469	6082	10469
1470	6086	10464
1471	6090	10460
1472	6094	10455
1473	6099	10452
1474	6104	10449
1475	6108	10444
1476	6112	10441
1477	6116	10436
1478	6119	10431
1479	6123	10427
1480	6127	10422
1481	6131	10418
1482	6135	10413
1483	6139	10409
1484	6143	10404
1485	6147	10399
1486	6151	10396
1487	6155	10391
1488	6160	10388
1489	6164	10383
1490	6167	10379
1491	6172	10374
1492	6175	10369
1493	6180	10366
1494	6184	10362
1495	6188	10357
1496	6192	10354
1497	6196	10349
1498	6200	10344
1499	6203	10339
1500	6207	10335
1501	6212	10332
1502	6216	10327
1503	6220	10323
1504	6223	10317
1505	6228	10314
1506	6232	10310
1507	6236	10305
1508	6240	10301
1509	6244	10296
1510	6249	10293
1511	6253	10289
1512	6256	10284
1513	6260	10280
1514	6264	10275
1515	6269	10272
1516	6272	10267
1517	6276	10262
1518	6280	10258
1519	6284	10253
1520	6289	10251
1521	6294	10247
1522	6297	10242
1523	6302	10238
1524	6305	10233
1525	6310	10230
1526	6314	10226
1527	6318	10221
1528	6323	10218
1529	6328	10215
1530	6331	10211
1531	6335	10206
1532	6339	10201
1533	6343	10198
1534	6347	10193
1535	6351	10189
1536	6355	10184
1537	6359	10180
1538	6364	10176
1539	6368	10172
1540	6372	10168
1541	6376	10164
1542	6379	10158
1543	6384	10155
1544	6388	10151
1545	6392	10146
1546	6396	10142
1547	6400	10138
1548	6405	10134
1549	6409	10130
1550	6412	10125
1551	6417	10122
1552	6420	10116
1553	6425	10113
1554	6429	10108
1555	6432	10103
1556	6437	10099
1557	6440	10095
1558	6445	10091
1559	6448	10085
1560	6452	10081
1561	6456	10076
1562	6461	10074
1563	6465	10070
1564	6468	10064
1565	6472	10060
1566	6476	10056
1567	6480	10051
1568	6484	10047
1569	6488	10042
1570	6493	10039
1571	6497	10035
1572	6501	10030
1573	6506	10028
1574	6511	10024
1575	6514	10020
1576	6519	10016
1577	6522	10011
1578	6527	10008
1579	6531	10004
1580	6535	10000
1581	6540	9996
1582	6543	9991
1583	6548	9987
1584	6552	9983
1585	6555	9978
1586	6559	9974
1587	6563	9969
1588	6568	9965
1589	6571	9961
1590	6575	9956
1591	6579	9952
1592	6583	9947
1593	6588	9944
1594	6591	9938
1595	6595	9934
1596	6599	9930
1597	6603	9925
1598	6607	9922
1599	6611	9917
1600	6616	9913
1601	6620	9910
1602	6625	9906
1603	6629	9902
1604	6633	9898
1605	6637	9894
1606	6641	9890
1607	6645	9885
1608	6650	9882
1609	6654	9877
1610	6657	9872
1611	6662	9869
1612	6665	9864
1613	6670	9860
1614	6673	9855
1615	6677	9851
1616	6682	9847
1617	6685	9842
1618	6690	9839
1619	6693	9833
1620	6698	9830
1621	6702	9826
1622	6706	9821
1623	6711	9818
1624	6715	9814
1625	6718	9809
1626	6722	9804
1627	6726	9799
1628	6730	9796
1629	6733	9790
1630	6738	9787
1631	6742	9782
1632	6745	9777
1633	6749	9773
1634	6753	9768
1635	6757	9764
1636	6761	9759
1637	6765	9756
1638	6769	9751
1639	6773	9747
1640	6777	9743
1641	6781	9738
1642	6785	9734
1643	6790	9731
1644	6794	9727
1645	6799	9724
1646	6803	9720
1647	6807	9715
1648	6811	9711
1649	6815	9706
1650	6819	9703
1651	6823	9698
1652	6827	9693
1653	6831	9690
1654	6835	9685
1655	6840	9682
1656	6844	9677
1657	6848	9673
1658	6852	9669
1659	6856	9665
1660	6861	9662
1661	6865	9657
1662	6869	9653
1663	6874	9650
1664	6878	9646
1665	6882	9642
1666	6887	9638
1667	6890	9633
1668	6895	9630
1669	6899	9626
1670	6903	9621
1671	6907	9617
1672	6910	9612
1673	6915	9608
1674	6918	9603
1675	6922	9599
1676	6926	9594
1677	6930	9590
1678	6935	9587
1679	6939	9582
1680	6943	9578
1681	6948	9575
1682	6951	9570
1683	6956	9567
1684	6960	9563
1685	6964	9559
1686	6969	9555
1687	6973	9551
1688	6977	9546
