iter	RMSE
206	59645.78401
207	59589.05841
208	59537.20909
209	59463.41488
210	59391.47594
211	59322.57093
212	59254.55078
213	59213.59667
214	59151.22326
215	59092.41194
216	59018.32077
217	58951.26483
218	58893.71613
219	58835.68994
220	58778.0039
221	58708.09171
222	58644.98875
223	58584.23246
224	58527.62936
225	58474.7697
226	58411.82472
227	58345.13125
228	58282.38002
229	58219.57682
230	58148.12416
231	58095.5117
232	58049.05787
233	57993.88026
234	57928.69586
235	57871.08558
236	57806.44905
237	57749.60829
238	57686.63065
239	57624.93305
240	57569.70481
241	57502.7928
242	57445.24299
243	57383.64356
244	57333.40385
245	57279.55132
246	57237.67756
247	57183.50796
248	57125.59742
249	57072.59456
250	57024.0732
251	56962.36675
252	56918.3417
253	56866.40191
254	56818.40585
255	56769.00143
256	56712.71689
257	56646.94656
258	56596.74896
259	56559.37804
260	56507.63134
261	56452.83174
262	56402.47243
263	56348.38878
264	56289.13893
265	56244.91458
266	56193.14918
267	56140.84602
268	56089.14727
269	56035.55663
270	55978.49286
271	55935.47554
272	55885.78571
273	55835.36081
274	55780.16715
275	55728.53952
276	55696.65479
277	55642.57553
278	55588.09876
279	55543.43979
280	55501.2872
281	55459.39928
282	55410.06903
283	55363.82466
284	55312.15635
285	55256.19139
286	55220.26091
287	55163.37652
288	55116.07184
289	55078.85296
290	55034.76987
291	54983.01645
292	54935.62747
293	54878.83728
294	54830.09909
295	54787.79361
296	54733.77986
297	54693.81167
298	54638.89915
299	54589.75702
300	54549.41786
301	54502.49297
302	54466.09576
303	54423.12162
304	54385.56698
305	54335.85261
306	54289.02833
307	54239.11756
308	54193.14394
309	54148.58579
310	54101.71386
311	54060.71203
312	54020.73104
313	53982.1126
314	53950.24414
315	53913.35401
316	53873.82125
317	53832.22002
318	53801.72986
319	53762.09023
320	53723.42441
321	53678.43177
322	53639.85668
323	53593.46307
324	53557.99325
325	53527.77794
326	53490.00603
327	53443.47677
328	53405.45813
329	53369.03944
330	53331.83404
331	53282.45036
332	53247.03124
333	53215.94892
334	53177.76154
335	53141.33082
336	53104.83533
337	53057.84414
338	53020.42445
339	52983.96096
340	52944.62647
341	52911.19282
342	52866.88149
343	52831.45133
344	52795.07595
345	52762.20418
346	52720.02272
347	52680.39616
348	52652.61468
349	52614.25469
350	52576.16822
351	52538.05149
352	52504.1982
353	52475.24464
354	52433.40198
355	52396.25529
356	52363.68202
357	52332.20524
358	52300.78693
359	52273.72973
360	52243.70005
361	52211.08252
362	52178.56833
363	52141.55779
364	52110.87278
365	52076.88386
366	52044.42707
367	52011.34734
368	51976.49239
369	51946.92818
370	51911.227
371	51876.98865
372	51848.43307
373	51812.99493
374	51777.85908
375	51745.68481
376	51717.52466
377	51686.64939
378	51644.9707
379	51613.47128
380	51589.02018
381	51552.68624
382	51526.12087
383	51487.45887
384	51462.07806
385	51433.41819
386	51395.80617
387	51364.65291
388	51334.6396
389	51298.9972
390	51265.94113
391	51233.64739
392	51199.87714
393	51168.12725
394	51141.89172
395	51106.88289
396	51079.24257
397	51043.69505
398	51011.60863
399	50980.26039
400	50949.72676
401	50913.91004
402	50879.78104
403	50847.40182
404	50813.62477
405	50786.07684
406	50761.79178
407	50731.20706
408	50696.56426
409	50668.91946
410	50636.00631
411	50610.02907
412	50579.00797
413	50556.30344
414	50527.41966
415	50492.53686
416	50461.09774
417	50432.19975
418	50396.37622
419	50364.30631
420	50336.39137
421	50308.09707
422	50278.8262
423	50252.71393
424	50219.25054
425	50188.51481
426	50159.59597
427	50131.52525
428	50105.73675
429	50074.58415
430	50046.80165
431	50014.63013
432	49991.30012
433	49960.96893
434	49931.22268
435	49908.65475
436	49885.10379
437	49854.67791
438	49827.81061
439	49803.49079
440	49776.55004
441	49753.94841
442	49730.70891
443	49704.47398
444	49669.90492
445	49644.87188
446	49616.45347
447	49591.32907
448	49569.69039
449	49547.51409
450	49513.89122
451	49481.10828
452	49454.12525
453	49425.58512
454	49404.65296
455	49377.79725
456	49350.81061
457	49323.62422
458	49296.16392
459	49265.82674
460	49235.66526
461	49214.86899
462	49189.46043
463	49159.20067
464	49136.76605
465	49111.38298
466	49078.20576
467	49057.41238
468	49032.47157
469	49004.98944
470	48977.28646
471	48957.45986
472	48936.78919
473	48911.31759
474	48888.12548
475	48856.29746
476	48827.80007
477	48805.44507
478	48775.04745
479	48751.24747
480	48727.00258
481	48705.57393
482	48685.88518
483	48651.16347
484	48622.25963
485	48594.49056
486	48561.36764
487	48535.72111
488	48510.97102
489	48487.60548
490	48465.54004
491	48444.0347
492	48422.30383
493	48399.13171
494	48368.19484
495	48339.98195
496	48318.01982
497	48295.32817
498	48273.19413
499	48249.83342
500	48226.3521
501	48199.59188
502	48178.64347
503	48148.68222
504	48126.76644
505	48102.67649
506	48078.72582
507	48051.1133
508	48028.80789
509	48001.04609
510	47982.62992
511	47954.97246
512	47930.02359
513	47910.00837
514	47887.31639
515	47857.77532
516	47832.47194
517	47807.20425
518	47783.642
519	47759.35367
520	47732.15669
521	47705.09867
522	47677.88664
523	47653.22875
524	47629.72722
525	47601.12325
526	47576.97356
527	47550.56008
528	47523.067
529	47488.9527
530	47468.38001
531	47447.00076
532	47427.54288
533	47404.58744
534	47382.28004
535	47354.47541
536	47328.66284
537	47305.82841
538	47282.00324
539	47260.37741
540	47236.89655
541	47211.62041
542	47191.07942
543	47166.71924
544	47149.89449
545	47126.26967
546	47105.4711
547	47081.7833
548	47057.94431
549	47037.93571
550	47016.09682
551	46991.08627
552	46972.16198
553	46953.73689
554	46926.1393
555	46908.31179
556	46892.16356
557	46870.02433
558	46848.90685
559	46830.33991
560	46810.41108
561	46788.33981
562	46760.76516
563	46740.95787
564	46719.10992
565	46698.19267
566	46674.46014
567	46651.96923
568	46626.39725
569	46606.18401
570	46586.95696
571	46562.83747
572	46545.07841
573	46528.48635
574	46506.26657
575	46482.04785
576	46465.28908
577	46444.67871
578	46427.31174
579	46405.71776
580	46382.00943
581	46362.1827
582	46342.90567
583	46325.82777
584	46298.77317
585	46276.87887
586	46257.63619
587	46235.22317
588	46212.43927
589	46192.1223
590	46173.79364
591	46148.24253
592	46121.14333
593	46100.26903
594	46079.95809
595	46062.66
596	46038.65788
597	46016.23553
598	45999.46029
599	45979.91504
600	45958.32132
601	45942.7707
602	45923.31711
603	45901.64413
604	45887.75268
605	45864.88086
606	45847.04709
607	45829.18148
608	45807.61499
609	45785.44502
610	45767.73051
611	45752.87928
612	45734.42473
613	45713.91716
614	45699.93529
615	45678.47404
616	45664.35632
617	45647.79327
618	45631.39648
619	45608.78525
620	45589.21759
621	45563.7763
622	45542.00453
623	45517.72662
624	45497.25103
625	45479.52254
626	45459.35053
627	45434.49166
628	45417.40447
629	45401.94505
630	45379.70034
631	45365.53195
632	45344.45498
633	45325.10667
634	45307.71808
635	45282.6512
636	45266.86518
637	45249.60364
638	45234.08046
639	45216.18052
640	45202.92516
641	45188.65856
642	45171.34861
643	45150.49528
644	45128.78396
645	45111.90054
646	45096.52142
647	45072.67075
648	45048.85512
649	45030.70832
650	45014.3512
651	44996.22259
652	44973.99248
653	44960.05939
654	44937.13282
655	44917.53158
656	44895.84856
657	44880.38298
658	44862.73827
659	44837.69119
660	44811.78666
661	44794.28776
662	44782.92656
663	44761.02158
664	44744.03088
665	44720.8821
666	44706.71836
667	44692.47818
668	44677.73526
669	44660.80879
670	44644.84094
671	44626.81634
672	44614.73345
673	44593.15771
674	44570.66121
675	44553.20663
676	44528.86556
677	44515.21648
678	44494.8105
679	44479.54356
680	44459.05391
681	44438.81702
682	44425.04131
683	44406.23125
684	44389.02722
685	44369.95802
686	44350.41874
687	44339.68403
688	44323.96013
689	44306.64577
690	44287.14906
691	44267.34394
692	44253.7417
693	44234.45701
694	44219.66721
695	44202.79745
696	44188.94469
697	44173.63197
698	44156.09335
699	44133.16043
700	44118.35912
701	44099.20902
702	44084.18375
703	44061.56181
704	44048.18317
705	44026.72478
706	44010.80053
707	43991.01336
708	43970.16324
709	43951.18973
710	43933.21519
711	43917.98964
712	43903.19216
713	43886.11837
714	43873.52157
715	43855.5356
716	43834.42148
717	43815.41671
718	43803.91657
719	43788.39161
720	43776.59513
721	43762.82741
722	43746.03882
723	43729.0613
724	43716.96046
725	43697.30339
726	43681.66075
727	43668.45781
728	43646.82727
729	43625.53534
730	43605.32436
731	43588.24646
732	43573.14388
733	43559.4352
734	43546.5841
735	43534.22578
736	43522.27651
737	43504.29469
738	43483.32632
739	43468.92851
740	43449.99491
741	43436.31396
742	43422.42558
743	43402.50754
744	43384.21793
745	43370.46024
746	43354.96791
747	43341.43563
748	43325.71734
749	43310.54382
750	43293.16172
751	43274.20876
752	43255.34517
753	43237.15603
754	43224.10251
755	43211.10589
756	43195.68392
757	43178.94177
758	43161.70227
759	43145.94532
760	43130.00046
761	43109.72733
762	43092.88879
763	43079.42651
764	43065.18867
765	43052.17886
766	43036.98198
767	43025.17774
768	43007.0741
769	42995.14683
770	42981.71888
771	42966.70501
772	42949.92091
773	42936.67187
774	42923.14875
775	42908.74114
776	42895.32364
777	42874.70342
778	42861.81176
779	42849.18222
780	42832.3255
781	42818.40658
782	42807.32543
783	42793.58886
784	42777.84649
785	42762.43894
786	42743.93815
787	42726.83258
788	42712.06411
789	42698.96998
790	42684.7441
791	42673.38625
792	42659.50491
793	42644.96677
794	42629.73793
795	42613.36992
796	42596.58785
797	42586.10304
798	42570.51621
799	42555.99309
800	42542.40446
801	42530.27817
802	42516.51288
803	42501.04797
804	42490.37956
805	42475.90795
806	42464.40084
807	42449.8504
808	42436.0128
809	42422.88815
810	42410.00815
811	42394.82854
812	42383.10253
813	42370.50112
814	42354.29517
815	42338.33929
816	42320.3676
817	42301.3219
818	42286.0191
819	42269.04241
820	42254.1999
821	42241.54733
822	42228.34814
823	42216.89528
824	42205.39509
825	42192.14865
826	42178.72254
827	42167.7272
828	42148.3346
829	42137.07486
830	42123.43426
831	42107.54648
832	42094.45182
833	42079.29712
834	42068.46811
835	42059.4569
836	42044.07275
837	42033.81672
838	42019.90354
839	42005.03149
840	41988.87087
841	41973.32695
842	41959.03981
843	41947.9183
844	41928.7522
845	41914.72537
846	41899.3182
847	41886.16704
848	41876.92465
849	41863.9182
850	41854.041
851	41840.16975
852	41827.50323
853	41818.10108
854	41801.51517
855	41785.97719
856	41767.35751
857	41749.54654
858	41734.63953
859	41720.17063
860	41699.55325
861	41688.3773
862	41674.31215
863	41662.33769
864	41652.51554
865	41635.28393
866	41624.24162
867	41610.30978
868	41592.05829
869	41575.76305
870	41561.8876
871	41552.2661
872	41540.7505
873	41530.16938
874	41515.746
875	41502.74838
876	41487.08452
877	41472.08338
878	41459.42583
879	41448.27492
880	41430.75486
881	41420.55287
882	41408.12885
883	41394.77898
884	41378.81049
885	41364.83576
886	41352.32355
887	41341.30712
888	41330.22737
889	41319.23078
890	41309.40605
891	41296.94072
892	41285.39244
893	41273.5542
894	41260.13903
895	41248.6272
896	41235.67794
897	41214.82574
898	41202.4008
899	41193.64605
900	41177.43972
901	41162.19877
902	41146.29095
903	41135.3556
904	41121.65461
905	41105.91746
906	41094.05143
907	41079.74668
908	41066.05687
909	41053.42643
910	41042.50596
911	41030.22483
912	41013.3446
913	40997.27065
914	40983.09948
915	40970.022
916	40959.2053
917	40947.29944
918	40936.73491
919	40923.72651
920	40908.16242
921	40897.08607
922	40883.82068
923	40874.99466
924	40863.26939
925	40852.5537
926	40840.27084
927	40826.24706
928	40808.83768
929	40792.15583
930	40778.51902
931	40765.65689
932	40757.77873
933	40745.09593
934	40735.34655
935	40723.37223
936	40708.64373
937	40695.1978
938	40683.54039
939	40669.76729
940	40654.51865
941	40640.9844
942	40627.84734
943	40617.08009
944	40604.16265
945	40592.71925
946	40580.45402
947	40569.10598
948	40555.90064
949	40540.80027
950	40525.7507
951	40511.30876
952	40501.673
953	40492.72631
954	40479.88935
955	40469.68258
956	40457.18016
957	40442.31465
958	40431.94566
959	40416.14015
960	40400.66575
961	40391.27745
962	40382.00283
963	40372.08605
964	40357.14122
965	40342.86468
966	40329.35948
967	40316.6015
968	40305.91026
969	40289.9045
970	40273.73976
971	40257.42207
972	40244.02208
973	40230.6521
974	40219.37234
975	40208.045
976	40194.62988
977	40186.12968
978	40172.87958
979	40160.00746
980	40145.0569
981	40133.82906
982	40120.05614
983	40108.15736
984	40097.78697
985	40084.36602
986	40074.6593
987	40063.45699
988	40051.84238
989	40042.02
990	40030.36506
991	40019.30647
992	40009.29541
993	39999.08079
994	39985.01045
995	39976.93347
996	39967.65647
997	39951.72987
998	39937.09131
999	39923.19922
1000	39913.35413
1001	39902.67919
1002	39893.69073
1003	39883.56402
1004	39871.8226
1005	39855.46718
1006	39843.367
1007	39835.29567
1008	39825.01727
1009	39812.61337
1010	39803.48956
1011	39794.42858
1012	39782.36242
1013	39773.44851
1014	39760.56646
1015	39750.1802
1016	39734.13434
1017	39722.81379
1018	39709.02235
1019	39698.75941
1020	39686.11951
1021	39678.40395
1022	39666.72261
1023	39652.89176
1024	39643.1704
1025	39633.91824
1026	39620.361
1027	39607.07982
1028	39596.17544
1029	39583.5621
1030	39571.25631
1031	39561.37411
1032	39548.19757
1033	39538.16204
1034	39528.49411
1035	39519.6303
1036	39509.98172
1037	39497.34852
1038	39484.38892
1039	39471.51813
1040	39461.48751
1041	39451.10117
1042	39442.01749
1043	39432.62463
1044	39422.9764
1045	39410.00399
1046	39399.44244
1047	39393.14636
1048	39382.0791
1049	39369.91013
1050	39357.13746
1051	39351.46933
1052	39341.15658
1053	39328.19011
1054	39317.9283
1055	39302.00775
1056	39290.69117
1057	39277.99286
1058	39268.31564
1059	39259.67786
1060	39248.35944
1061	39235.56103
1062	39228.07743
1063	39213.80922
1064	39204.4317
1065	39192.0134
1066	39180.97978
1067	39173.38079
1068	39161.02739
1069	39152.58605
1070	39143.21584
1071	39134.25392
1072	39125.61959
1073	39117.55374
1074	39107.2778
1075	39096.75253
1076	39086.20224
1077	39078.80886
1078	39063.80645
1079	39054.81909
1080	39046.55999
1081	39034.38726
1082	39019.05191
1083	39008.12728
1084	38995.74186
1085	38985.5866
1086	38976.84197
1087	38965.1871
1088	38956.40741
1089	38941.59265
1090	38928.48966
1091	38920.88243
1092	38914.09214
1093	38903.0823
1094	38889.55905
1095	38878.55988
1096	38864.86675
1097	38854.18999
1098	38842.42856
1099	38833.71651
1100	38823.86583
1101	38813.35482
1102	38804.21748
1103	38795.35087
1104	38782.9687
1105	38771.78743
1106	38762.48278
1107	38755.82409
1108	38747.27611
1109	38739.44323
1110	38724.93372
1111	38715.87415
1112	38702.60418
1113	38693.82954
1114	38684.35605
1115	38676.12249
1116	38669.04843
1117	38656.35872
1118	38649.69623
1119	38642.99843
1120	38633.25514
1121	38623.28801
1122	38615.52916
1123	38603.89494
1124	38595.26283
1125	38584.93941
1126	38571.94809
1127	38558.87654
1128	38543.57818
1129	38530.17631
1130	38520.78029
1131	38509.58375
1132	38500.89996
1133	38494.78382
1134	38487.32178
1135	38475.61728
1136	38466.29137
1137	38458.35596
1138	38447.50114
1139	38436.74801
1140	38422.59316
1141	38413.12202
1142	38402.60008
1143	38395.24594
1144	38385.18008
1145	38372.90134
1146	38359.57327
1147	38352.42872
1148	38342.63455
1149	38333.35357
1150	38325.35834
1151	38314.05598
1152	38303.67886
1153	38294.70322
1154	38280.46979
1155	38265.6945
1156	38253.73866
1157	38243.96556
1158	38233.75745
1159	38224.61892
1160	38215.209
1161	38206.36278
1162	38195.87817
1163	38181.22414
1164	38173.02431
1165	38162.31379
1166	38154.03849
1167	38140.7307
1168	38129.04153
1169	38122.41485
1170	38111.11969
1171	38102.88145
1172	38091.7103
1173	38081.25098
1174	38069.12917
1175	38057.17455
1176	38045.84594
1177	38039.72802
1178	38029.76373
1179	38020.90086
1180	38009.85996
1181	38000.04763
1182	37987.88997
1183	37975.76012
1184	37965.21377
1185	37958.09016
1186	37947.24978
1187	37934.32523
1188	37924.28312
1189	37910.75981
1190	37899.29562
1191	37886.67412
1192	37874.66769
1193	37862.99163
1194	37855.2684
1195	37847.76246
1196	37837.54219
1197	37826.23547
1198	37813.75535
1199	37803.61424
1200	37795.65167
1201	37785.84513
1202	37778.81952
1203	37772.05245
1204	37761.97022
1205	37753.08347
1206	37738.16589
1207	37730.55308
1208	37723.60816
1209	37714.97589
1210	37704.24063
1211	37696.51951
1212	37688.11321
1213	37676.92739
1214	37667.42762
1215	37657.41922
1216	37646.38405
1217	37638.79088
1218	37630.43058
1219	37620.73216
1220	37610.09769
1221	37599.63175
1222	37590.77299
1223	37581.88045
1224	37572.54689
1225	37564.42748
1226	37552.53513
1227	37539.55869
1228	37532.967
1229	37524.1462
1230	37515.68673
1231	37506.92855
1232	37494.05643
1233	37484.56989
1234	37476.65397
1235	37466.92248
1236	37457.8991
1237	37447.93733
1238	37441.13558
1239	37432.87155
1240	37426.99536
1241	37417.69509
1242	37409.07118
1243	37402.76255
1244	37392.58441
1245	37384.17876
1246	37370.70549
1247	37360.62123
1248	37348.68039
1249	37341.23672
1250	37330.10973
1251	37321.37336
1252	37312.50155
1253	37301.31394
1254	37293.53173
1255	37284.92791
1256	37274.2697
1257	37262.86242
1258	37252.87524
1259	37243.37097
1260	37232.06382
1261	37222.30973
1262	37212.07409
1263	37203.16519
1264	37194.8572
1265	37186.77149
1266	37176.55908
1267	37167.53578
1268	37157.36908
1269	37147.5432
1270	37136.73004
1271	37124.23988
1272	37112.46712
1273	37104.48272
1274	37097.12567
1275	37089.54562
1276	37082.93687
1277	37071.62427
1278	37063.98939
1279	37052.61682
1280	37041.60031
1281	37031.45549
1282	37022.81177
1283	37012.11902
1284	37002.23849
1285	36992.59269
1286	36983.89612
1287	36975.02469
1288	36966.97186
1289	36958.25189
1290	36949.93669
1291	36943.42174
1292	36936.10865
1293	36927.45728
1294	36919.85317
1295	36910.86287
1296	36902.74851
1297	36893.72682
1298	36885.98295
1299	36874.97525
1300	36866.8885
1301	36857.09692
1302	36849.13388
1303	36840.85864
1304	36831.1703
1305	36821.87318
1306	36813.04646
1307	36804.27466
1308	36797.95654
1309	36790.6569
1310	36782.31684
1311	36771.08033
1312	36764.18911
1313	36757.10279
1314	36749.41836
1315	36740.64173
1316	36729.66117
1317	36721.30019
1318	36710.91868
1319	36697.13887
1320	36688.37211
1321	36681.32206
1322	36674.41518
1323	36666.90572
1324	36657.00099
1325	36649.16458
1326	36641.25042
1327	36630.1696
1328	36617.88932
1329	36609.99346
1330	36600.16631
1331	36590.21943
1332	36582.35382
1333	36573.91214
1334	36568.47363
1335	36556.37187
1336	36547.50478
1337	36536.62814
1338	36527.31494
1339	36520.30306
1340	36508.67255
1341	36501.01581
1342	36494.37482
1343	36488.10808
1344	36479.40038
1345	36469.39774
1346	36463.17228
1347	36453.36343
1348	36445.33361
1349	36435.94546
1350	36425.65935
1351	36418.36667
1352	36407.90104
1353	36396.12203
1354	36385.63126
1355	36377.06624
1356	36363.81736
1357	36356.35153
1358	36345.69669
1359	36337.20566
1360	36329.77165
1361	36320.23796
1362	36310.30679
1363	36300.65038
1364	36295.7096
1365	36284.7277
1366	36277.88548
1367	36269.52426
1368	36261.27116
1369	36252.81065
1370	36244.93533
1371	36234.83129
1372	36227.49323
1373	36220.04262
1374	36210.99877
1375	36204.00056
1376	36198.06705
1377	36191.1649
1378	36181.92419
1379	36171.60114
1380	36164.42671
1381	36156.76502
1382	36144.54853
1383	36137.11154
1384	36127.11019
1385	36115.81187
1386	36107.01424
1387	36095.65129
1388	36086.32489
1389	36078.97561
1390	36068.77769
1391	36059.65342
1392	36052.00234
1393	36045.29265
1394	36035.64989
1395	36026.43045
1396	36018.4883
1397	36010.42975
1398	36002.51744
1399	35993.23389
1400	35986.14016
1401	35976.75339
1402	35970.37223
1403	35962.11466
1404	35955.25856
1405	35945.38344
1406	35939.87663
1407	35932.85935
1408	35924.61628
1409	35916.20134
1410	35908.043
1411	35899.48108
1412	35890.79232
1413	35881.85698
1414	35872.12898
1415	35865.68934
1416	35857.37211
1417	35850.76215
1418	35840.7919
1419	35832.14125
1420	35821.79515
1421	35813.00235
1422	35804.81694
1423	35795.59077
1424	35786.81216
1425	35780.62641
1426	35772.81129
1427	35765.09255
1428	35755.62025
1429	35745.95633
1430	35736.39009
1431	35728.58427
1432	35719.73298
1433	35712.7341
1434	35704.25775
1435	35694.77284
1436	35683.27028
1437	35673.39533
1438	35665.21649
1439	35655.74685
1440	35648.99973
1441	35642.8485
1442	35636.69893
1443	35628.57413
1444	35621.44549
1445	35613.42573
1446	35607.53912
1447	35595.79432
1448	35589.94678
1449	35581.62507
1450	35573.08974
1451	35564.54264
1452	35557.22736
1453	35544.64547
1454	35538.89857
1455	35533.32247
1456	35525.97034
1457	35515.46944
1458	35505.19611
1459	35498.72912
1460	35491.2416
1461	35484.69732
1462	35477.34804
1463	35465.87697
1464	35458.45821
1465	35452.68535
1466	35444.30409
1467	35436.10253
1468	35428.68728
1469	35424.07599
1470	35417.14282
1471	35409.14966
1472	35402.56988
1473	35394.33671
1474	35386.29066
1475	35378.58471
1476	35370.08943
1477	35361.06405
1478	35349.85045
1479	35341.22657
1480	35334.61721
1481	35325.35455
1482	35319.09794
1483	35309.66939
1484	35301.28214
1485	35293.54039
1486	35284.50524
1487	35276.93168
1488	35270.83314
1489	35263.88775
1490	35255.56583
1491	35246.82096
1492	35240.82069
1493	35231.43093
1494	35221.62958
1495	35214.14518
1496	35204.614
1497	35197.71456
1498	35190.97289
1499	35185.97785
1500	35178.11782
1501	35170.51409
1502	35163.75973
1503	35156.16881
1504	35150.2567
1505	35143.65629
1506	35135.63337
1507	35126.2586
1508	35118.10583
1509	35111.82558
1510	35104.34081
1511	35096.25038
1512	35086.3458
1513	35075.93241
1514	35068.47087
1515	35061.64696
1516	35057.03666
1517	35049.63726
1518	35043.37188
1519	35032.44552
1520	35023.17275
1521	35017.37348
1522	35011.07828
1523	35002.04087
1524	34995.65084
1525	34987.26446
1526	34981.77855
1527	34973.79298
1528	34967.38208
1529	34957.87713
1530	34950.87322
1531	34942.91393
1532	34935.22037
1533	34927.54791
1534	34920.35807
1535	34913.78779
1536	34907.21466
1537	34898.61187
1538	34890.31649
1539	34883.73961
1540	34875.3843
1541	34862.99268
1542	34855.23431
1543	34848.8837
1544	34840.83173
1545	34833.22068
1546	34821.86104
1547	34817.18186
1548	34809.33614
1549	34803.1821
1550	34796.85947
1551	34787.81394
1552	34780.92193
1553	34773.32405
1554	34766.05304
1555	34759.06201
1556	34750.77773
1557	34744.59737
1558	34736.79998
1559	34728.01973
1560	34718.98708
1561	34711.03573
1562	34704.37591
1563	34693.22187
1564	34681.52783
1565	34674.33907
1566	34661.94891
1567	34656.78546
1568	34651.0916
1569	34643.49546
1570	34635.84467
1571	34629.46018
1572	34620.66612
1573	34611.25165
1574	34607.00523
1575	34600.15496
1576	34594.31806
1577	34588.1293
1578	34581.33666
1579	34573.16297
1580	34564.65861
1581	34557.15089
1582	34550.45005
1583	34544.12933
1584	34536.73792
1585	34528.68494
1586	34519.14189
1587	34512.86806
1588	34506.74328
1589	34501.35832
1590	34494.8098
1591	34486.2556
1592	34476.94583
1593	34469.26796
1594	34463.40085
1595	34452.76317
1596	34445.22247
1597	34436.88533
1598	34430.99627
1599	34425.46494
1600	34419.00556
1601	34411.79112
1602	34405.60075
1603	34401.27072
1604	34394.61146
1605	34388.37063
1606	34381.25506
1607	34374.46746
1608	34368.66832
1609	34362.40625
1610	34356.00092
1611	34349.32842
1612	34343.40334
1613	34334.75939
1614	34327.54421
1615	34319.25127
1616	34310.46819
1617	34301.79211
1618	34290.03725
1619	34282.08482
1620	34271.70203
1621	34263.74729
1622	34254.25896
1623	34246.80627
1624	34238.62447
1625	34229.01103
1626	34222.87974
1627	34216.13724
1628	34208.0437
1629	34201.74093
1630	34195.98188
1631	34188.45504
1632	34183.85961
1633	34176.33499
1634	34168.94378
1635	34162.42775
1636	34156.23284
1637	34148.19703
1638	34141.46259
1639	34133.20755
1640	34127.06227
1641	34119.48899
1642	34114.31778
1643	34103.88203
1644	34094.60464
1645	34083.73297
1646	34077.30464
1647	34070.67954
1648	34064.00444
1649	34055.68759
1650	34045.81902
1651	34038.61671
1652	34031.95635
1653	34025.91346
1654	34019.98992
1655	34013.63038
1656	34007.22494
1657	33998.50621
1658	33990.83652
1659	33983.44503
1660	33976.44506
1661	33968.85899
1662	33961.59988
1663	33955.72396
1664	33948.46868
1665	33941.3905
1666	33934.59377
